Table_Number,Year,Measure,Age,Indigenous_Status,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.10,2019-20,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.4,7.2,2.8,7.7,2.9,5.1,5.5,27.9,8.6
19A.10,2019-20,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,22.4,36.0,6.2,16.3,28.2,28.9,38.2,14.1,20.0
19A.10,2019-20,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.4,10.3,0.9,40.8,2.6,20.4,11.4,3.3,12.2
19A.10,2019-20,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,23163.0,16666.0,18257.0,18337.0,4449.0,1650,634,10609.0,93765.0
19A.10,2018-19,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Yes - Case management plan,Yes - Case management plan,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,66.1,47.6,87.3,43.1,61.7,47.2,54.2,58.5,61.6
19A.10,2018-19,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Client did not agree to one,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.4,6.7,2.6,8.5,6.1,4.3,3.1,14.2,6.8
19A.10,2018-19,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Support period too short,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,22.4,34.6,8.3,19.4,29.0,29.0,28.8,20.3,21.6
19A.10,2018-19,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,No case management plan,No - Other,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.1,11.1,1.8,29.0,3.2,19.5,14.0,7.1,10.0
19A.10,2018-19,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Case management plan status; closed support periods,Aboriginal and Torres Strait Islander clients,Total closed support periods provided to clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,24089.0,16152.0,17833.0,15628.0,5076.0,1569,650,9418.0,90415.0
19A.11,2022-23,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,94.1,94.7,95.4,98.6,100.0,97.8,98.1,98.8,95.6
19A.11,2022-23,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Not provided nor referred (unmet need),,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.9,5.3,4.6,1.4,0.0,2.2,1.9,1.2,4.4
19A.11,2022-23,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,63.5,66.6,68.9,62.7,68.7,41.8,55.7,81.0,66.1
19A.11,2022-23,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.3,1.6,1.4,0.7,0.5,3.9,0.3,0.3,1.3
19A.11,2022-23,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,48786.0,74076.0,32257.0,18696.0,13364.0,4471,2180,7522.0,199532.0
19A.11,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.9,95.7,96.0,98.7,100.0,98.7,99.5,98.7,96.1
19A.11,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.1,4.3,4.0,1.3,0.0,1.3,0.5,1.3,3.9
19A.11,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,64.2,64.4,69.6,69.8,64.7,39.8,54.4,78.5,67.8
19A.11,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.3,1.7,1.4,0.5,0.9,3.2,0,0.4,1.2
19A.11,2022-23,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,15494.0,9114.0,11998.0,9999.0,3161.0,764,379,6629.0,57253.0
19A.11,2022-23,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,95.3,93.8,96.2,99.4,100.0,97.3,98.3,98.6,95.1
19A.11,2022-23,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.7,6.2,3.8,0.6,0.0,2.7,1.7,1.4,4.9
19A.11,2022-23,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,59.3,65.1,66.1,43.3,72.2,42.6,52.5,73.6,62.6
19A.11,2022-23,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.0,2.1,1.1,1.1,0.0,4.3,0.7,0.0,1.6
19A.11,2022-23,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,4376.0,10205.0,1952.0,1180.0,795.0,188,408,148.0,19135.0
19A.11,2021-22,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,95.2,94.8,96.9,99.3,100.0,97.9,98.6,98.8,96.2
19A.11,2021-22,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Not provided nor referred (unmet need),,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.8,5.2,3.1,0.7,0.0,2.1,1.4,1.2,3.8
19A.11,2021-22,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,62.2,68.0,66.3,61.2,56.8,43.0,51.2,81.0,65.0
19A.11,2021-22,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.0,1.5,1.7,2.3,0.0,3.0,0.2,0.2,1.4
19A.11,2021-22,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,49156.0,77608.0,30203.0,19851.0,12213.0,4595,2004,7434.0,201490.0
19A.11,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,94.2,95.7,97.6,99.3,100.0,96.6,98.9,98.9,96.9
19A.11,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.8,4.3,2.4,0.7,0.0,3.4,1.1,1.1,3.1
19A.11,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,62.6,63.1,67.3,69.1,55.1,41.5,49.6,80.2,66.3
19A.11,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.0,1.6,1.5,1.4,0.0,3.0,0,0.2,1.2
19A.11,2021-22,Addressing client needs,All ages,Aboriginal and Torres Strait Islander people,,Aboriginal and Torres Strait Islander people,,Support needs of clients; summary (closed support periods),Aboriginal and Torres Strait Islander clients,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,15401.0,8672.0,11724.0,10340.0,3281.0,760,370,6512.0,57291.0
19A.11,2021-22,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,97.5,93.9,97.5,99.5,100.0,98.6,97.7,98.3,95.8
19A.11,2021-22,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.5,6.1,2.5,0.5,0.0,1.4,2.3,1.7,4.2
19A.11,2021-22,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,56.5,64.2,59.6,36.2,59.8,40.9,48.9,63.6,59.4
19A.11,2021-22,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.6,1.9,1.7,4.5,0.0,2.4,0,0.0,1.7
19A.11,2021-22,Addressing client needs,All ages,All people,,People born in non-main English speaking countries,,Support needs of clients; summary (closed support periods),Non-main English speaking countries clients,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,4012.0,9684.0,1805.0,1323.0,719.0,208,354,176.0,18199.0
19A.11,2020-21,Addressing client needs,All ages,All people,,,,Support needs of clients; summary (closed support periods),All clients,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,96.0,95.7,98.0,99.4,100.0,95.5,96.0,98.7,96.8
