"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.24","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","37.1","..","35.9","..","14.6","37.2","..","np","33.2",""
"18A.24","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","61.2","..","61.8","..","85.4","62.3","..","np","65.1",""
"18A.24","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","1.4","..","0.9","..","0","0.5","..","np","1.0",""
"18A.24","2021","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.3","..","1.4","..","0","0","..","np","0.7",""
"18A.24","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","40.5","..","30.1","..","14.6","31.6","..","np","32.4",""
"18A.24","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","58.1","..","66.8","..","85.4","67.9","..","np","65.7",""
"18A.24","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","1.4","..","1.5","..","0","0.5","..","np","1.2",""
"18A.24","2020","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0","..","1.6","..","0","0","..","np","0.6",""
"18A.24","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","39.9","..","27.4","..","14.9","33.9","..","np","31.0",""
"18A.24","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","58.5","..","72.6","..","85.1","66.1","..","np","68.3",""
"18A.24","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","1.5","..","0","..","0","0","..","np","0.6",""
"18A.24","2019","Affordability","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.2","..","0","..","0","0","..","np","0.1",""
"18A.25","2023","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","17.3","28.8","30.9","30.6","22.5","30.4","35.1","na","22.8",""
"18A.25","2023","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","77.0","37.0","44.1","55.2","62.4","57.9","40.8","na","63.6",""
"18A.25","2023","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.5","34.1","18.6","10.2","12.7","7.6","13.8","na","10.5",""
"18A.25","2023","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","3.1","0","6.4","4.0","2.5","4.1","10.2","na","3.1",""
"18A.25","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","18.6","25.1","26.3","24.1","26.2","33.9","49.4","na","22.8",""
"18A.25","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","76.6","44.8","48.0","49.2","62.9","54.8","42.6","na","64.7",""
"18A.25","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","0.2","30.1","19.0","18.2","10.2","7.1","3.4","na","8.7",""
"18A.25","2022","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.6","0","6.7","8.5","0.7","4.2","4.6","na","3.9",""
"18A.25","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","Less than or equal to 20%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","17.1","24.8","26.7","28.8","22.3","36.6","52.1","na","21.9",""
"18A.25","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 20% but not more than 25%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","73.5","41.7","47.7","55.1","58.7","46.2","38.1","na","62.0",""
"18A.25","2021","Affordability","All people","All areas","Community housing","","Community housing","Low income households; at 30 June","Gross household income spent on rent","More than 25% but not more than 30%","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","2.5","33.4","20.9","11.4","9.1","9.7","6.3","na","10.2",""
