"Table_Number","Year","Measure","Age","Indigenous_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.10","2020-21","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.1","33.2","8.7","16.4","22.7","24.3","30.6","14.0","20.0"
"19A.10","2020-21","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.1","11.9","1.4","40.6","3.0","22.7","22.1","5.1","12.4"
"19A.10","2020-21","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","24494","18396","18989","18547","5086","1630","666","10607","98415"
"19A.10","2019-20","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","64.8","46.5","90.1","35.1","66.4","45.6","45.0","54.6","59.1"
"19A.10","2019-20","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.4","7.2","2.8","7.7","2.9","5.1","5.5","27.9","8.6"
"19A.10","2019-20","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","22.4","36.0","6.2","16.3","28.2","28.9","38.2","14.1","20.0"
"19A.10","2019-20","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.4","10.3","0.9","40.8","2.6","20.4","11.4","3.3","12.2"
"19A.10","2019-20","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","23163","16666","18257","18337","4449","1650","634","10609","93765"
"19A.10","2018-19","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","66.1","47.6","87.3","43.1","61.7","47.2","54.2","58.5","61.6"
"19A.10","2018-19","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.4","6.7","2.6","8.5","6.1","4.3","3.1","14.2","6.8"
"19A.10","2018-19","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","22.4","34.6","8.3","19.4","29.0","29.0","28.8","20.3","21.6"
"19A.10","2018-19","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.1","11.1","1.8","29.0","3.2","19.5","14.0","7.1","10.0"
"19A.10","2018-19","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","24089","16152","17833","15628","5076","1569","650","9418","90415"
"19A.10","2017-18","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Yes - Case management plan","Yes - Case management plan","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","62.7","47.2","87.5","48.2","55.8","47.5","46.5","69.3","62.5"
"19A.10","2017-18","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Client did not agree to one","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.0","6.7","2.1","7.0","4.3","7.4","3.0","7.3","5.5"
"19A.10","2017-18","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Support period too short","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","27.0","35.8","8.7","21.0","35.5","31.9","25.8","14.6","23.2"
"19A.10","2017-18","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","No case management plan","No - Other","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.3","10.3","1.7","23.8","4.4","13.2","24.7","8.8","8.7"
"19A.10","2017-18","Addressing client needs","All ages","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander people","","Case management plan status; closed support periods","Aboriginal and Torres Strait Islander clients","Total closed support periods provided to clients","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","23913","15610","17692","13770","5074","1509","770","9327","87665"
"19A.11","2021-22","Addressing client needs","All ages","All people","","","","Support needs of clients; summary (closed support periods)","All clients","Provided and/or referred","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","95.2","94.8","96.9","99.3","100.0","97.9","98.6","98.8","96.2"
